id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-184384,2025-01-10,000001,Vente,128500,1,,ALL DE CHENONCEAUX,1032,37100,37261,Tours,37,,,37261000AN0408,,,306,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.709885,47.410614
2025-184384,2025-01-10,000001,Vente,128500,5,,ALL DE CHENONCEAUX,1032,37100,37261,Tours,37,,,37261000AN0408,,,38,40.29,,,,,,,,,1,2,Appartement,40,2,,,,,,0.709885,47.410614
2025-184386,2025-01-08,000001,Vente,142000,4,,RUE DE NAMUR,3595,37100,37261,Tours,37,,,37261000BM0100,,,137,76.82,,,,,,,,,1,2,Appartement,78,4,,,,,,0.682451,47.427088
2025-184387,2025-01-10,000001,Vente,300000,31,,RUE JEAN JACQUES NOIRMANT,2670,37000,37261,Tours,37,,,37261000CM0042,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,120,0.701219,47.390428
2025-184387,2025-01-10,000001,Vente,300000,31,,RUE JEAN JACQUES NOIRMANT,2670,37000,37261,Tours,37,,,37261000CM0042,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,120,0.701219,47.390428
2025-184392,2025-01-06,000001,Vente,190000,10,,RUE NOEL BIZIEN,3641,37100,37261,Tours,37,,,37261000BV0390,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,349,0.695978,47.417384
2025-184393,2025-01-14,000001,Vente,350000,170,,QUAI PAUL BERT,3800,37100,37261,Tours,37,,,37261000AL0207,,,,,,,,,,,,,0,1,Maison,91,5,S,sols,,,326,0.710125,47.40292
2025-184393,2025-01-14,000001,Vente,350000,170,,QUAI PAUL BERT,3800,37100,37261,Tours,37,,,37261000AL0476,,,,,,,,,,,,,0,,,,,S,sols,,,71,0.71017,47.403122
2025-184404,2025-01-10,000001,Vente,200000,144,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AY0727,,,63,62.2,,,,,,,,,1,2,Appartement,62,3,,,,,,0.697149,47.418543
2025-184407,2025-01-07,000001,Vente,368000,73,,RUE DU GENERAL FAIDHERBE,2140,37000,37261,Tours,37,,,37261000ES0510,,,,,,,,,,,,,0,1,Maison,91,5,S,sols,,,74,0.679403,47.383504
2025-184412,2025-01-03,000001,Vente,162000,21,,RUE AUGUSTE CHEVALLIER,0320,37000,37261,Tours,37,,,37261000ES1174,,,158,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.677603,47.383655
2025-184412,2025-01-03,000001,Vente,162000,21,,RUE AUGUSTE CHEVALLIER,0320,37000,37261,Tours,37,,,37261000ES1174,,,182,53,,,,,,,,,1,2,Appartement,51,2,,,,,,0.677603,47.383655
2025-184413,2025-01-03,000001,Vente,276920,324,,RUE EDOUARD VAILLANT,1620,37000,37261,Tours,37,,,37261000CT0087,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,176,0.707492,47.380959
2025-184414,2025-01-09,000001,Vente,165000,27,,RUE DU CHANOINE DALMAS,0896,37000,37261,Tours,37,,,37261000EO1119,,,17,53.93,,,,,,,,,1,2,Appartement,54,2,,,,,,0.673347,47.392588
2025-184414,2025-01-09,000001,Vente,165000,27,,RUE DU CHANOINE DALMAS,0896,37000,37261,Tours,37,,,37261000EO1119,,,11,,,,,,,,,,1,2,Appartement,36,1,,,,,,0.673347,47.392588
2025-184414,2025-01-09,000001,Vente,165000,27,,RUE DU CHANOINE DALMAS,0896,37000,37261,Tours,37,,,37261000EO1119,,,17,53.93,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673347,47.392588
2025-184414,2025-01-09,000001,Vente,165000,27,,RUE DU CHANOINE DALMAS,0896,37000,37261,Tours,37,,,37261000EO1119,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673347,47.392588
2025-184419,2025-01-14,000001,Vente,748600,47,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0056,,,44,,84,,,,,,,,2,3,Dépendance,,0,,,,,,0.688865,47.395423
2025-184419,2025-01-14,000001,Vente,748600,47,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0056,,,11,,55,124,56,,57,,58,,7,1,Maison,120,6,,,,,,0.688865,47.395423
2025-184419,2025-01-14,000001,Vente,748600,47,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0056,,,72,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.688865,47.395423
2025-184421,2025-01-03,000001,Vente,199475,58,,AV ANDRE MAGINOT,0243,37100,37261,Tours,37,,,37261000BY0110,,,11,,34,80.07,,,,,,,2,2,Appartement,77,3,,,,,,0.682741,47.411391
2025-184421,2025-01-03,000001,Vente,199475,58,,AV ANDRE MAGINOT,0243,37100,37261,Tours,37,,,37261000BY0110,,,11,,34,80.07,,,,,,,2,3,Dépendance,,0,,,,,,0.682741,47.411391
2025-184423,2025-01-15,000001,Vente,684000,55,,RUE MIRABEAU,3490,37000,37261,Tours,37,,,37261000CH0078,,,,,,,,,,,,,0,1,Maison,134,8,S,sols,,,179,0.699429,47.395569
2025-184423,2025-01-15,000001,Vente,684000,55,,RUE MIRABEAU,3490,37000,37261,Tours,37,,,37261000CH0078,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,179,0.699429,47.395569
2025-184423,2025-01-15,000001,Vente,684000,55,,RUE MIRABEAU,3490,37000,37261,Tours,37,,,37261000CH0078,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,179,0.699429,47.395569
2025-184424,2025-01-13,000001,Vente,89925,12,,PL DE LA MONNAIE TOURNOI,3511,37000,37261,Tours,37,,,37261000EH0514,,,15,23.48,,,,,,,,,1,2,Appartement,24,1,,,,,,0.68296,47.394033
2025-184425,2025-01-09,000001,Vente en l'état futur d'achèvement,141000,,,RUE DU PLAT D ETAIN,4000,37000,37261,Tours,37,,,37261000ER0800,,,113,,,,,,,,,,1,,,,,,,,,,0.673513,47.384225
2025-184426,2025-01-06,000001,Vente,124900,9,,RUE JULIEN GRACQ,2919,37100,37261,Tours,37,,,37261000AN0563,,,20,47.36,,,,,,,,,1,2,Appartement,47,2,,,,,,0.711196,47.414246
2025-184426,2025-01-06,000001,Vente,124900,5,,RUE JULIEN GRACQ,2919,37100,37261,Tours,37,,,37261000AN0563,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.711196,47.414246
2025-184429,2025-01-17,000001,Vente,44000,38,,RUE FERNAND PELLOUTIER,1870,37000,37261,Tours,37,,,37261000DR0336,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.687014,47.374743
2025-184429,2025-01-17,000001,Vente,44000,38,,RUE FERNAND PELLOUTIER,1870,37000,37261,Tours,37,,,37261000DR0336,,,10,11.82,,,,,,,,,1,2,Appartement,15,1,,,,,,0.687014,47.374743
2025-184431,2025-01-13,000001,Vente,445700,55,,RUE NATIONALE,3610,37000,37261,Tours,37,,,37261000DW0042,,,70,93.24,,,,,,,,,1,2,Appartement,94,4,,,,,,0.68749,47.392549
2025-184432,2025-01-13,000001,Vente,80000,109,,RUE DE LA FUYE,2020,37000,37261,Tours,37,,,37261000CM0325,,,13,19.8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,57,0,,,,,,0.703199,47.386329
2025-184432,2025-01-13,000001,Vente,80000,109,,RUE DE LA FUYE,2020,37000,37261,Tours,37,,,37261000CM0325,,,3,,,,,,,,,,1,2,Appartement,36,1,,,,,,0.703199,47.386329
2025-184432,2025-01-13,000001,Vente,80000,109,,RUE DE LA FUYE,2020,37000,37261,Tours,37,,,37261000CM0325,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.703199,47.386329
2025-184432,2025-01-13,000001,Vente,80000,109,,RUE DE LA FUYE,2020,37000,37261,Tours,37,,,37261000CM0325,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.703199,47.386329
2025-184433,2025-01-06,000001,Vente,220000,43,,RUE D AMSTERDAM,0203,37100,37261,Tours,37,,,37261000BR0145,,,,,,,,,,,,,0,1,Maison,66,4,S,sols,,,458,0.687514,47.424061
2025-184443,2025-01-14,000001,Vente,290000,65,,RUE LAPONNERAYE,3005,37000,37261,Tours,37,,,37261000DS0359,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,114,0.689787,47.381423
2025-184443,2025-01-14,000001,Vente,290000,83,B,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DS0445,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.691691,47.381859
2025-184455,2025-01-06,000001,Vente,85000,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,476,80.73,,,,,,,,,1,2,Appartement,27,1,,,,,,0.681323,47.40587
2025-184455,2025-01-06,000001,Vente,85000,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,208,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.681323,47.40587
2025-184455,2025-01-06,000001,Vente,85000,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,477,80.73,,,,,,,,,1,2,Appartement,27,1,,,,,,0.681323,47.40587
2025-184455,2025-01-06,000001,Vente,85000,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,206,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.681323,47.40587
2025-184455,2025-01-06,000001,Vente,85000,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,207,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.681323,47.40587
2025-184455,2025-01-06,000001,Vente,85000,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,478,80.73,,,,,,,,,1,2,Appartement,27,1,,,,,,0.681323,47.40587
2025-184458,2025-01-17,000001,Vente,137500,8,,SQ FRANCIS POULENC,1899,37000,37261,Tours,37,,,37261000CW0004,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.70017,47.373749
2025-184458,2025-01-17,000001,Vente,137500,2,,SQ FRANCIS POULENC,1899,37000,37261,Tours,37,,,37261000CW0006,,,148,,69,,,,,,,,2,2,Appartement,71,4,,,,,,0.699391,47.373728
2025-184458,2025-01-17,000001,Vente,137500,2,,SQ FRANCIS POULENC,1899,37000,37261,Tours,37,,,37261000CW0006,,,148,,69,,,,,,,,2,3,Dépendance,,0,,,,,,0.699391,47.373728
2025-184465,2025-01-07,000001,Vente,84500,72,,RUE LAMARTINE,2960,37000,37261,Tours,37,,,37261000EP0075,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.669363,47.391607
2025-184465,2025-01-07,000001,Vente,84500,72,,RUE LAMARTINE,2960,37000,37261,Tours,37,,,37261000EP0075,,,17,26.92,,,,,,,,,1,2,Appartement,28,2,,,,,,0.669363,47.391607
2025-184466,2025-01-08,000001,Vente,119500,5,,RUE D ANVERS,0249,37100,37261,Tours,37,,,37261000BM0100,,,69,,,,,,,,,,1,2,Appartement,78,4,,,,,,0.682451,47.427088
2025-184471,2025-01-08,000001,Vente,209000,144,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AY0727,,,66,61.48,,,,,,,,,1,2,Appartement,61,3,,,,,,0.697149,47.418543
2025-184473,2025-01-03,000001,Vente,16900,9003,,RUE JOSEPH DU TREMBLAY,2803,37100,37261,Tours,37,,,37261000BV0241,,,97,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.694426,47.415947
2025-184475,2025-01-13,000001,Vente,255000,150,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AY0727,,,46,84.95,,,,,,,,,1,2,Appartement,84,4,,,,,,0.697149,47.418543
2025-184475,2025-01-13,000001,Vente,255000,150,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AY0727,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.697149,47.418543
2025-184477,2025-01-17,000001,Vente,225510,44,,RUE DE BOUILLY,0690,37000,37261,Tours,37,,,37261000CM0251,,,,,,,,,,,,,0,1,Maison,67,3,S,sols,,,88,0.700755,47.38571
2025-184477,2025-01-17,000001,Vente,225510,10,,RUE DU DOCTEUR FOURNIER,1500,37000,37261,Tours,37,,,37261000CM0257,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.700911,47.385604
2025-184483,2025-01-15,000001,Vente,198000,150,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AY0727,,,48,62.66,,,,,,,,,1,2,Appartement,62,3,,,,,,0.697149,47.418543
2025-184484,2025-01-17,000001,Vente,25000,10,,RUE DU DOCTEUR FOURNIER,1500,37000,37261,Tours,37,,,37261000CM0257,,,35,15,,,,,,,,,1,3,Dépendance,,0,,,,,,0.700911,47.385604
2025-184485,2025-01-15,000001,Vente,123109.55,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,71,34.06,,,,,,,,,1,4,Local industriel. commercial ou assimilé,34,0,,,,,,0.679209,47.367512
2025-184492,2025-01-16,000001,Vente,17000,9001,,RUE DE LANGEAIS,2977,37100,37261,Tours,37,,,37261000AT0111,,,291,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.697349,47.412887
2025-184495,2025-01-14,000001,Vente,68058.68,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,132,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,0.679209,47.367512
2025-184495,2025-01-14,000001,Vente,68058.68,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,58,20.14,,,,,,,,,1,4,Local industriel. commercial ou assimilé,27,0,,,,,,0.679209,47.367512
2025-184497,2025-01-17,000001,Vente,67977.29,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,30,20.1,,,,,,,,,1,4,Local industriel. commercial ou assimilé,27,0,,,,,,0.679209,47.367512
2025-184497,2025-01-17,000001,Vente,67977.29,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,169,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,0.679209,47.367512
2025-184502,2025-01-17,000001,Vente,228000,2,,RUE CARDAN,0831,37100,37261,Tours,37,,,37261000BC0211,,,34,89.57,,,,,,,,,1,1,Maison,81,5,,,,,,0.69731,47.428709
2025-184521,2025-01-17,000001,Vente,173000,5,,RUE DE LA BAZOCHE,0450,37000,37261,Tours,37,,,37261000CH0301,,,2,51.55,,,,,,,,,1,2,Appartement,53,2,,,,,,0.696615,47.395869
2025-184533,2025-01-10,000001,Vente,450000,1,,RUE DES URSULINES,4860,37000,37261,Tours,37,,,37261000DW0470,,,21,,37,93.05,,,,,,,2,2,Appartement,110,4,,,,,,0.694509,47.394305
2025-184533,2025-01-10,000001,Vente,450000,1,,RUE DES URSULINES,4860,37000,37261,Tours,37,,,37261000DW0470,,,21,,37,93.05,,,,,,,2,3,Dépendance,,0,,,,,,0.694509,47.394305
2025-184533,2025-01-10,000001,Vente,450000,1,,RUE DES URSULINES,4860,37000,37261,Tours,37,,,37261000DW0470,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.694509,47.394305
2025-184541,2025-01-13,000001,Vente,188000,150,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AY0727,,,40,59.63,,,,,,,,,1,2,Appartement,59,3,,,,,,0.697149,47.418543
2025-184551,2025-01-10,000001,Vente,296500,32,,RUE LOUIS DAVID,3210,37000,37261,Tours,37,,,37261000CS0437,,,2,,4,,7,,,,,,3,2,Appartement,97,4,,,,,,0.710314,47.382826
2025-184551,2025-01-10,000001,Vente,296500,32,,RUE LOUIS DAVID,3210,37000,37261,Tours,37,,,37261000CS0437,,,2,,4,,7,,,,,,3,3,Dépendance,,0,,,,,,0.710314,47.382826
2025-184551,2025-01-10,000001,Vente,296500,32,,RUE LOUIS DAVID,3210,37000,37261,Tours,37,,,37261000CS0437,,,4,,,,,,,,,,1,2,Appartement,12,1,,,,,,0.710314,47.382826
2025-184551,2025-01-10,000001,Vente,296500,32,,RUE LOUIS DAVID,3210,37000,37261,Tours,37,,,37261000CS0437,,,2,,4,,7,,,,,,3,3,Dépendance,,0,,,,,,0.710314,47.382826
2025-184551,2025-01-10,000001,Vente,296500,32,,RUE LOUIS DAVID,3210,37000,37261,Tours,37,,,37261000CS0439,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,185,0.710412,47.382878
2025-184556,2025-01-07,000001,Vente,38000,2,,RUE DU PLAT D ETAIN,4000,37000,37261,Tours,37,,,37261000ER0390,,,5037,16.6,,,,,,,,,1,4,Local industriel. commercial ou assimilé,17,0,,,,,,,
2025-184557,2025-01-21,000001,Vente en l'état futur d'achèvement,196652,,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BH0109,,,1043,,,,,,,,,,1,,,,,,,,,,0.695739,47.435195
2025-184557,2025-01-21,000001,Vente en l'état futur d'achèvement,196652,,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BH0109,,,1087,,,,,,,,,,1,,,,,,,,,,0.695739,47.435195
2025-184561,2025-01-13,000001,Vente,178150,3,,PL DE LA REINE ASTRID,4283,37100,37261,Tours,37,,,37261000BM0100,,,37,79.02,,,,,,,,,1,2,Appartement,78,4,,,,,,0.682451,47.427088
2025-184563,2025-01-22,000001,Vente,144000,19,,RUE DES PLATANES,4013,37100,37261,Tours,37,,,37261000AT0173,,,45,67.78,,,,,,,,,1,1,Maison,67,4,,,,,,0.700785,47.417241
2025-184584,2025-01-21,000001,Vente,88915,21,,RUE AUGUSTE CHEVALLIER,0320,37000,37261,Tours,37,,,37261000ES1174,,,174,33.47,,,,,,,,,1,2,Appartement,31,1,,,,,,0.677603,47.383655
2025-184584,2025-01-21,000001,Vente,88915,11,,RUE LE JOUTEUX,3050,37000,37261,Tours,37,,,37261000ES1174,,,215,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.677603,47.383655
2025-184584,2025-01-21,000001,Vente,88915,21,,RUE AUGUSTE CHEVALLIER,0320,37000,37261,Tours,37,,,37261000ES1174,,,150,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.677603,47.383655
2025-184589,2025-01-06,000001,Vente,77000,51,,PL DU GRAND MARCHE,2330,37000,37261,Tours,37,,,37261000EH0517,,,19,20.15,24,,,,,,,,2,2,Appartement,32,2,,,,,,0.680362,47.393007
2025-184595,2025-01-13,000001,Vente,217000,111,,RUE DELAROCHE,1325,37100,37261,Tours,37,,,37261000BN0093,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,469,0.676421,47.426695
2025-184601,2025-01-06,000001,Vente,175000,81,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DX0210,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.690436,47.395505
2025-184601,2025-01-06,000001,Vente,175000,81,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DX0210,,,7,48.91,,,,,,,,,1,2,Appartement,50,2,,,,,,0.690436,47.395505
2025-184601,2025-01-06,000001,Vente,175000,81,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DX0210,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.690436,47.395505
2025-184603,2025-01-06,000001,Vente,16000,68,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000BV0131,,,308,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.695812,47.413322
2025-184604,2025-01-08,000001,Vente,1,12,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DW0038,,,14,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,49,0,,,,,,0.686887,47.392262
