id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-185204,2025-02-13,000001,Vente,45500,4,,ALL AIME DE LA ROCHEFOUCAULD,0085,37200,37261,Tours,37,,,37261000DK0071,,,462,17.49,,,,,,,,,1,2,Appartement,18,1,,,,,,0.696149,47.361422
2025-185208,2025-02-05,000001,Vente en l'état futur d'achèvement,147000,,,RUE DU GENERAL RENAULT,2170,37000,37261,Tours,37,,,37261000DR1271,,,29,,,,,,,,,,1,,,,,,,,,,0.686288,47.377796
2025-185208,2025-02-05,000001,Vente en l'état futur d'achèvement,147000,,,RUE DU GENERAL RENAULT,2170,37000,37261,Tours,37,,,37261000DR1271,,,39,,,,,,,,,,1,,,,,,,,,,0.686288,47.377796
2025-185210,2025-01-27,000001,Vente,64000,7,,JARDIN JEAN DE OCKEGHEM,2657,37000,37261,Tours,37,,,37261000CZ0373,,,318,,345,38.54,,,,,,,2,3,Dépendance,,0,,,,,,0.708557,47.374683
2025-185210,2025-01-27,000001,Vente,64000,7,,JARDIN JEAN DE OCKEGHEM,2657,37000,37261,Tours,37,,,37261000CZ0373,,,318,,345,38.54,,,,,,,2,2,Appartement,37,1,,,,,,0.708557,47.374683
2025-185214,2025-02-12,000001,Vente,165000,95,,RUE DE LA CHEVALERIE,1050,37100,37261,Tours,37,,,37261000BO0466,,,32,57.77,,,,,,,,,1,2,Appartement,58,3,,,,,,0.678568,47.418439
2025-185214,2025-02-12,000001,Vente,165000,95,,RUE DE LA CHEVALERIE,1050,37100,37261,Tours,37,,,37261000BO0466,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.678568,47.418439
2025-185217,2025-02-06,000001,Vente,156489,20,,RUE FRANCOISE GIROUD,1946,37100,37261,Tours,37,,,37261000AY0512,,,72,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.69572,47.420234
2025-185217,2025-02-06,000001,Vente,156489,5,,RUE HELENE LAZAREFF,2471,37100,37261,Tours,37,,,37261000AY0512,,,11,61.5,,,,,,,,,1,2,Appartement,61,3,,,,,,0.69572,47.420234
2025-185221,2025-02-07,000001,Vente,184038,5,,RUE EMILE ARON,1658,37200,37261,Tours,37,,,37261000DN0324,,,61084,65.15,,,,,,,,,1,2,Appartement,65,3,,,,,,0.678182,47.37119
2025-185221,2025-02-07,000001,Vente,184038,3,,RUE EMILE ARON,1658,37200,37261,Tours,37,,,37261000DN0324,,,60019,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.678182,47.37119
2025-185222,2025-02-10,000001,Vente,167500,28,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0368,,,11,,14,,15,,16,,17,,8,2,Appartement,48,2,,,,,,0.702816,47.38472
2025-185222,2025-02-10,000001,Vente,167500,28,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0368,,,11,,14,,15,,16,,17,,8,3,Dépendance,,0,,,,,,0.702816,47.38472
2025-185222,2025-02-10,000001,Vente,167500,28,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0368,,,11,,14,,15,,16,,17,,8,3,Dépendance,,0,,,,,,0.702816,47.38472
2025-185222,2025-02-10,000001,Vente,167500,28,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0368,,,11,,14,,15,,16,,17,,8,3,Dépendance,,0,,,,,,0.702816,47.38472
2025-185222,2025-02-10,000001,Vente,167500,28,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0368,,,11,,14,,15,,16,,17,,8,3,Dépendance,,0,,,,,,0.702816,47.38472
2025-185225,2025-01-29,000001,Vente,175000,72,,RUE LAMARTINE,2960,37000,37261,Tours,37,,,37261000EP0075,,,2,,3,,,,,,,,2,2,Appartement,105,3,,,,,,0.669363,47.391607
2025-185225,2025-01-29,000001,Vente,175000,72,,RUE LAMARTINE,2960,37000,37261,Tours,37,,,37261000EP0075,,,1,,14,,15,,16,,2,,6,4,Local industriel. commercial ou assimilé,86,0,,,,,,0.669363,47.391607
2025-185225,2025-01-29,000001,Vente,175000,72,,RUE LAMARTINE,2960,37000,37261,Tours,37,,,37261000EP0075,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.669363,47.391607
2025-185228,2025-02-12,000001,Vente,125000,8,,RUE DE LA BONDONNIERE,0650,37000,37261,Tours,37,,,37261000CS0831,,,6,,74,53.46,,,,,,,2,2,Appartement,58,3,,,,,,0.70533,47.38352
2025-185228,2025-02-12,000001,Vente,125000,8,,RUE DE LA BONDONNIERE,0650,37000,37261,Tours,37,,,37261000CS0831,,,6,,74,53.46,,,,,,,2,3,Dépendance,,0,,,,,,0.70533,47.38352
2025-185235,2025-01-21,000001,Vente,297198,2,,IMP 4 RUE LOUIS DESMOULINS,3219,37000,37261,Tours,37,,,37261000EP0010,,,10,102.99,11,102.99,12,102.99,3,102.99,8,102.99,6,3,Dépendance,,0,,,,,,0.669115,47.392108
2025-185235,2025-01-21,000001,Vente,297198,2,,IMP 4 RUE LOUIS DESMOULINS,3219,37000,37261,Tours,37,,,37261000EP0010,,,10,102.99,11,102.99,12,102.99,3,102.99,8,102.99,6,1,Maison,103,4,,,,,,0.669115,47.392108
2025-185235,2025-01-21,000001,Vente,297198,5,,IMP 4 RUE LOUIS DESMOULINS,3219,37000,37261,Tours,37,,,37261000EP0068,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,17,0.669197,47.392014
2025-185236,2025-02-06,000001,Vente,205500,62,,RUE DU MAINE,3263,37100,37261,Tours,37,,,37261000BR0363,,,,,,,,,,,,,0,1,Maison,66,3,S,sols,,,608,0.688662,47.427039
2025-185242,2025-02-12,000001,Vente,246000,2,,PL DU GRAND MARCHE,2330,37000,37261,Tours,37,,,37261000EH0084,,,18,73.34,2,,,,,,,,2,3,Dépendance,,0,,,,,,0.680603,47.394121
2025-185242,2025-02-12,000001,Vente,246000,2,,PL DU GRAND MARCHE,2330,37000,37261,Tours,37,,,37261000EH0084,,,18,73.34,2,,,,,,,,2,2,Appartement,74,3,,,,,,0.680603,47.394121
2025-185247,2025-02-03,000001,Vente,160000,2,,AV GUSTAVE EIFFEL,2405,37100,37261,Tours,37,,,37261000BS0217,,,68,64.79,97,,,,,,,,2,2,Appartement,64,3,,,,,,0.696815,47.423316
2025-185247,2025-02-03,000001,Vente,160000,2,,AV GUSTAVE EIFFEL,2405,37100,37261,Tours,37,,,37261000BS0217,,,216,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.696815,47.423316
2025-185260,2025-01-27,000001,Vente,335000,36,,AV BORIS VIAN,0678,37000,37261,Tours,37,,,37261000EO1224,,,115,,129,101.35,39,101.35,40,101.35,,,4,3,Dépendance,,0,,,,,,0.673099,47.387666
2025-185260,2025-01-27,000001,Vente,335000,36,,AV BORIS VIAN,0678,37000,37261,Tours,37,,,37261000EO1224,,,115,,129,101.35,39,101.35,40,101.35,,,4,2,Appartement,101,4,,,,,,0.673099,47.387666
2025-185260,2025-01-27,000001,Vente,335000,36,,AV BORIS VIAN,0678,37000,37261,Tours,37,,,37261000EO1224,,,78,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673099,47.387666
2025-185271,2025-02-12,000001,Vente,116000,18,,RUE GAMBETTA,2060,37000,37261,Tours,37,,,37261000DW0028,,,13,43.33,9,,,,,,,,2,3,Dépendance,,0,,,,,,0.687139,47.391891
2025-185271,2025-02-12,000001,Vente,116000,18,,RUE GAMBETTA,2060,37000,37261,Tours,37,,,37261000DW0028,,,13,43.33,9,,,,,,,,2,2,Appartement,45,2,,,,,,0.687139,47.391891
2025-185283,2025-01-31,000001,Vente,117000,20,,RUE DE LA ROTISSERIE,4443,37000,37261,Tours,37,,,37261000EH0341,,,3,29.21,,,,,,,,,1,2,Appartement,25,2,,,,,,0.680912,47.39401
2025-185283,2025-01-31,000001,Vente,117000,20,,RUE DE LA ROTISSERIE,4443,37000,37261,Tours,37,,,37261000EH0341,,,3,29.21,,,,,,,,,1,3,Dépendance,,0,,,,,,0.680912,47.39401
2025-185283,2025-01-31,000001,Vente,117000,20,,RUE DE LA ROTISSERIE,4443,37000,37261,Tours,37,,,37261000EH0341,,,3,29.21,,,,,,,,,1,3,Dépendance,,0,,,,,,0.680912,47.39401
2025-185306,2025-01-23,000001,Vente,100000,224,,AV ANDRE MAGINOT,0243,37100,37261,Tours,37,,,37261000BS0123,,,65,32.03,,,,,,,,,1,2,Appartement,30,2,,,,,,0.696079,47.422324
2025-185307,2025-02-10,000001,Vente,250000,5,,RUE RAPIN,4260,37000,37261,Tours,37,,,37261000EH0263,,,6,66.42,,,,,,,,,1,2,Appartement,61,3,,,,,,0.681389,47.392446
2025-185311,2025-02-13,000001,Vente,205000,26,,RUE EDOUARD VAILLANT,1620,37000,37261,Tours,37,,,37261000CM0537,,,15,76.79,16,,17,,,,,,3,2,Appartement,78,3,,,,,,0.695463,47.389476
2025-185312,2025-01-31,000001,Vente,220000,33,,RUE BERTHIER,0582,37100,37261,Tours,37,,,37261000BO0080,,,,,,,,,,,,,0,1,Maison,85,5,S,sols,,,519,0.675956,47.423138
2025-185315,2025-01-24,000001,Vente,70000,4,,SQ MANTEGNA,3289,37000,37261,Tours,37,,,37261000DP0739,,,139,45.75,9,,,,,,,,2,3,Dépendance,,0,,,,,,0.692256,47.372453
2025-185315,2025-01-24,000001,Vente,70000,4,,SQ MANTEGNA,3289,37000,37261,Tours,37,,,37261000DP0739,,,139,45.75,9,,,,,,,,2,2,Appartement,44,2,,,,,,0.692256,47.372453
2025-185325,2025-02-06,000001,Vente,180000,65,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0647,,,,,,,,,,,,,0,,,,,S,sols,,,76,0.675011,47.431711
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1368,,
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1368,,
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1368,,
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1368,,
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1368,,
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,1,Maison,29,1,S,sols,,,1368,,
2025-185325,2025-02-06,000001,Vente,180000,79,,RUE DE SUEDE,4695,37100,37261,Tours,37,,,37261000BL0648,,,,,,,,,,,,,0,1,Maison,83,4,S,sols,,,1368,,
2025-185360,2025-02-03,000001,Vente,96000,3,,RUE BOURDERON,0710,37000,37261,Tours,37,,,37261000CX0633,,,11,46.83,4,,,,,,,,2,2,Appartement,45,3,,,,,,0.706203,47.376799
2025-185360,2025-02-03,000001,Vente,96000,3,,RUE BOURDERON,0710,37000,37261,Tours,37,,,37261000CX0633,,,11,46.83,4,,,,,,,,2,3,Dépendance,,0,,,,,,0.706203,47.376799
2025-185360,2025-02-03,000001,Vente,96000,9001,,RUE BOURDERON,0710,37000,37261,Tours,37,,,37261000CX0633,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.706203,47.376799
2025-185369,2025-02-12,000001,Vente,30000,57,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DT0277,,,158,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,15,0,,,,,,0.690427,47.384455
2025-185372,2025-02-03,000001,Vente,78310,60,,RUE LOSSERAND,3180,37100,37261,Tours,37,,,37261000AR0689,,,11,23.2,,,,,,,,,1,2,Appartement,33,1,,,,,,0.693215,47.402738
2025-185396,2025-01-27,000001,Vente,40000,91,,RUE GROISON,2380,37100,37261,Tours,37,,,37261000BY0456,,,162,29.07,33,,,,,,,,2,2,Appartement,28,1,,,,,,0.687088,47.408598
2025-185396,2025-01-27,000001,Vente,40000,91,,RUE GROISON,2380,37100,37261,Tours,37,,,37261000BY0456,,,162,29.07,33,,,,,,,,2,3,Dépendance,,0,,,,,,0.687088,47.408598
2025-185396,2025-01-27,000001,Vente,40000,91,,RUE GROISON,2380,37100,37261,Tours,37,,,37261000BY0456,,,175,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.687088,47.408598
2025-185407,2025-02-18,000001,Vente,20000,9001,,AV STENDHAL,4670,37200,37261,Tours,37,,,37261000CZ0471,,,1315,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.707522,47.36905
2025-185412,2025-02-18,000001,Vente,156000,20,T,RUE ROUGET DE L ISLE,4450,37000,37261,Tours,37,,,37261000EO0812,,,68,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.676513,47.391686
2025-185412,2025-02-18,000001,Vente,156000,20,T,RUE ROUGET DE L ISLE,4450,37000,37261,Tours,37,,,37261000EO0812,,,25,39.29,,,,,,,,,1,2,Appartement,40,2,,,,,,0.676513,47.391686
2025-185417,2025-01-23,000001,Vente,497015,9,,RUE DESCARTES,1390,37000,37261,Tours,37,,,37261000EH0236,,,,,,,,,,,,,0,1,Maison,104,6,S,sols,,,100,0.682779,47.392252
2025-185434,2025-02-14,000001,Vente,52500,8,,RUE LE JOUTEUX,3050,37000,37261,Tours,37,,,37261000ES1284,,,8,13.7,9,,,,,,,,2,2,Appartement,38,1,,,,,,0.677672,47.383077
2025-185437,2025-01-15,000001,Vente,130000,10,,RUE EDGAR QUINET,1610,37000,37261,Tours,37,,,37261000CM0927,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.702143,47.384899
2025-185437,2025-01-15,000001,Vente,130000,10,,RUE EDGAR QUINET,1610,37000,37261,Tours,37,,,37261000CM0927,,,16,46.13,,,,,,,,,1,2,Appartement,46,2,,,,,,0.702143,47.384899
2025-185439,2025-02-12,000001,Vente,92130,7,,JARDIN JEAN DE OCKEGHEM,2657,37000,37261,Tours,37,,,37261000CZ0373,,,309,,330,37.67,,,,,,,2,3,Dépendance,,0,,,,,,0.708557,47.374683
2025-185439,2025-02-12,000001,Vente,92130,7,,JARDIN JEAN DE OCKEGHEM,2657,37000,37261,Tours,37,,,37261000CZ0373,,,309,,330,37.67,,,,,,,2,2,Appartement,36,1,,,,,,0.708557,47.374683
2025-185442,2025-02-07,000001,Vente,90000,73,,RUE DE BEAUJARDIN,0457,37000,37261,Tours,37,,,37261000CX0130,,,3,,6,43.79,,,,,,,2,3,Dépendance,,0,,,,,,0.707357,47.377876
2025-185442,2025-02-07,000001,Vente,90000,73,,RUE DE BEAUJARDIN,0457,37000,37261,Tours,37,,,37261000CX0130,,,3,,6,43.79,,,,,,,2,2,Appartement,45,2,,,,,,0.707357,47.377876
2025-185443,2025-02-13,000001,Vente,74057.3,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,138,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,0.679209,47.367512
2025-185443,2025-02-13,000001,Vente,74057.3,12,,RUE PAUL NIZAN,3815,37200,37261,Tours,37,,,37261000HL0385,,,13,25.19,,,,,,,,,1,4,Local industriel. commercial ou assimilé,25,0,,,,,,0.679209,47.367512
2025-185445,2025-02-17,000001,Vente,161650,117,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DS0569,,,35,55.51,,,,,,,,,1,2,Appartement,60,4,,,,,,0.692265,47.38026
2025-185445,2025-02-17,000001,Vente,161650,117,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DS0569,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.692265,47.38026
2025-185449,2025-02-20,000001,Vente,95000,4,,RUE ADRIEN DESLONDAINS,0070,37000,37261,Tours,37,,,37261000EO0608,,,47,,66,,,,,,,,2,3,Dépendance,,0,,,,,,0.67364,47.390364
2025-185449,2025-02-20,000001,Vente,95000,4,,RUE ADRIEN DESLONDAINS,0070,37000,37261,Tours,37,,,37261000EO0608,,,47,,66,,,,,,,,2,2,Appartement,30,1,,,,,,0.67364,47.390364
2025-185449,2025-02-20,000001,Vente,95000,4,,RUE ADRIEN DESLONDAINS,0070,37000,37261,Tours,37,,,37261000EO0608,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.67364,47.390364
2025-185455,2025-02-20,000001,Vente,530000,7,,RUE DE LA BAZOCHE,0450,37000,37261,Tours,37,,,37261000CH0288,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.697435,47.395763
2025-185455,2025-02-20,000001,Vente,530000,7,,RUE DE LA BAZOCHE,0450,37000,37261,Tours,37,,,37261000CH0288,,,3,110.23,,,,,,,,,1,2,Appartement,123,4,,,,,,0.697435,47.395763
2025-185459,2025-02-13,000001,Vente,351500,51,,RUE FRANCOIS HARDOUIN,1919,37100,37261,Tours,37,,,37261000BP0460,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.686495,47.418487
2025-185459,2025-02-13,000001,Vente,351500,51,,RUE FRANCOIS HARDOUIN,1919,37100,37261,Tours,37,,,37261000BP0460,,,155,85.73,,,,,,,,,1,2,Appartement,86,3,,,,,,0.686495,47.418487
2025-185465,2025-02-12,000001,Vente,540740,257,,RUE VICTOR HUGO,4950,37000,37261,Tours,37,,,37261000EO0351,,,,,,,,,,,,,0,1,Maison,117,5,S,sols,,,211,0.673443,47.386508
2025-185469,2025-02-18,000001,Vente,230000,22,,RUE BLAISE PASCAL,0590,37000,37261,Tours,37,,,37261000CN0033,,,158,79.97,,,,,,,,,1,4,Local industriel. commercial ou assimilé,75,0,,,,,,0.693061,47.388591
2025-185471,2025-02-14,000001,Vente,104000,32,,RUE LOUIS BLANC,3190,37000,37261,Tours,37,,,37261000DP0068,,,24,,27,,40,32.97,,,,,3,2,Appartement,31,2,,,,,,0.688833,47.375878
2025-185471,2025-02-14,000001,Vente,104000,32,,RUE LOUIS BLANC,3190,37000,37261,Tours,37,,,37261000DP0068,,,24,,27,,40,32.97,,,,,3,3,Dépendance,,0,,,,,,0.688833,47.375878
2025-185472,2025-02-18,000001,Vente,89000,2,,RUE DU SERPENT VOLANT,4630,37000,37261,Tours,37,,,37261000EH0029,,,10,,11,,4,,,,,,3,3,Dépendance,,0,,,,,,0.679806,47.394177
2025-185472,2025-02-18,000001,Vente,89000,2,,RUE DU SERPENT VOLANT,4630,37000,37261,Tours,37,,,37261000EH0029,,,10,,11,,4,,,,,,3,2,Appartement,22,2,,,,,,0.679806,47.394177
2025-185472,2025-02-18,000001,Vente,89000,2,,RUE DU SERPENT VOLANT,4630,37000,37261,Tours,37,,,37261000EH0029,,,10,,11,,4,,,,,,3,3,Dépendance,,0,,,,,,0.679806,47.394177
2025-185473,2025-02-06,000001,Vente en l'état futur d'achèvement,132060,,,RUE DE LA VENDEE,4900,37000,37261,Tours,37,,,37261000CO0294,,,59,,,,,,,,,,1,,,,,,,,,,0.692408,47.388852
2025-185475,2025-01-31,000001,Vente,30000,125,,RUE GEORGE SAND,2180,37000,37261,Tours,37,,,37261000DT0479,,,120,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.688028,47.383018
2025-185477,2025-02-12,000001,Vente,37500,2,,ALL DERAIN,1375,37100,37261,Tours,37,,,37261000BX0240,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.679808,47.416128
2025-185477,2025-02-12,000001,Vente,37500,2,,ALL DERAIN,1375,37100,37261,Tours,37,,,37261000BX0240,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.679808,47.416128
2025-185480,2025-02-06,000001,Vente,255000,71,B,BD JEAN ROYER,2721,37000,37261,Tours,37,,,37261000DS0168,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.687219,47.380979
2025-185480,2025-02-06,000001,Vente,255000,71,B,BD JEAN ROYER,2721,37000,37261,Tours,37,,,37261000DS0168,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.687219,47.380979
2025-185480,2025-02-06,000001,Vente,255000,71,B,BD JEAN ROYER,2721,37000,37261,Tours,37,,,37261000DS0168,,,12,69.3,,,,,,,,,1,2,Appartement,70,3,,,,,,0.687219,47.380979
2025-185484,2025-02-20,000001,Vente,238000,2,,RUE GERMAINE TAILLEFERRE,2251,37200,37261,Tours,37,,,37261000DN0268,,,348,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.678795,47.368538
2025-185484,2025-02-20,000001,Vente,238000,2,,RUE GERMAINE TAILLEFERRE,2251,37200,37261,Tours,37,,,37261000DN0268,,,347,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.678795,47.368538
2025-185484,2025-02-20,000001,Vente,238000,16,,RUE GERMAINE TAILLEFERRE,2251,37200,37261,Tours,37,,,37261000DN0268,,,184,82.4,,,,,,,,,1,2,Appartement,81,3,,,,,,0.678795,47.368538
2025-185485,2025-02-21,000001,Vente,321200,83,B,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DS0445,,,136,,72,,,,,,,,2,3,Dépendance,,0,,,,,,0.691691,47.381859
2025-185485,2025-02-21,000001,Vente,321200,83,B,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DS0445,,,136,,72,,,,,,,,2,2,Appartement,142,4,,,,,,0.691691,47.381859
2025-185485,2025-02-21,000001,Vente,321200,83,B,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DS0445,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.691691,47.381859
2025-185488,2025-02-21,000001,Vente,304000,37,,BD BERANGER,0510,37000,37261,Tours,37,,,37261000DV0119,,,34,,52,92.7,,,,,,,2,2,Appartement,100,3,,,,,,0.682964,47.389841
2025-185488,2025-02-21,000001,Vente,304000,37,,BD BERANGER,0510,37000,37261,Tours,37,,,37261000DV0119,,,34,,52,92.7,,,,,,,2,3,Dépendance,,0,,,,,,0.682964,47.389841
2025-185488,2025-02-21,000001,Vente,304000,37,,BD BERANGER,0510,37000,37261,Tours,37,,,37261000DV0119,,,140,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.682964,47.389841
2025-185489,2025-01-31,000001,Vente,830000,13,,RUE VOLTAIRE,4990,37000,37261,Tours,37,,,37261000DY0213,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,263,0,S,sols,,,108,0.688726,47.395988
2025-185489,2025-01-31,000001,Vente,830000,2,,AV ANDRE MALRAUX,0235,37000,37261,Tours,37,,,37261000DY0236,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,302,0.688062,47.396818
2025-185491,2025-02-17,000001,Vente,136500,37,,RUE JACQUES DECOUR,2596,37100,37261,Tours,37,,,37261000AY0615,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.69703,47.41818
2025-185491,2025-02-17,000001,Vente,136500,37,,RUE JACQUES DECOUR,2596,37100,37261,Tours,37,,,37261000AY0615,,,3,42.7,,,,,,,,,1,2,Appartement,43,2,,,,,,0.69703,47.41818
2025-185495,2025-02-03,000001,Vente,102000,18,,RUE SAINT JUST,4480,37000,37261,Tours,37,,,37261000CR0092,,,26,34.62,7,,,,,,,,2,3,Dépendance,,0,,,,,,0.694845,47.380919
2025-185495,2025-02-03,000001,Vente,102000,18,,RUE SAINT JUST,4480,37000,37261,Tours,37,,,37261000CR0092,,,26,34.62,7,,,,,,,,2,2,Appartement,34,2,,,,,,0.694845,47.380919
2025-185500,2025-02-10,000001,Vente,128000,31,,AV BORIS VIAN,0678,37000,37261,Tours,37,,,37261000EO1095,,,51,51.83,,,,,,,,,1,2,Appartement,51,2,,,,,,0.67352,47.388152
2025-185500,2025-02-10,000001,Vente,128000,35,,AV BORIS VIAN,0678,37000,37261,Tours,37,,,37261000EO1095,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.67352,47.388152
2025-185505,2025-02-20,000001,Vente,62000,86,,RUE WALVEIN,5010,37000,37261,Tours,37,,,37261000EO0562,,,59,19.62,,,,,,,,,1,2,Appartement,25,1,,,,,,0.67154,47.388483
2025-185508,2025-02-21,000001,Vente,113500,48,,RUE GERMAINE TAILLEFERRE,2251,37200,37261,Tours,37,,,37261000DN0268,,,126,33.01,,,,,,,,,1,2,Appartement,32,2,,,,,,0.678795,47.368538
2025-185510,2025-01-30,000001,Vente,140000,56,,RUE CLEMENT ADER,1140,37000,37261,Tours,37,,,37261000CX0429,,,,,,,,,,,,,0,1,Maison,46,3,S,sols,,,192,0.707989,47.376167
2025-185510,2025-01-30,000001,Vente,140000,56,,RUE CLEMENT ADER,1140,37000,37261,Tours,37,,,37261000CX0429,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,192,0.707989,47.376167
2025-185510,2025-01-30,000001,Vente,140000,56,,RUE CLEMENT ADER,1140,37000,37261,Tours,37,,,37261000CX0429,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,192,0.707989,47.376167
2025-185513,2025-02-11,000001,Vente,880000,25,,RUE JEHAN FOUQUET,2740,37000,37261,Tours,37,,,37261000ES0067,,,,,,,,,,,,,0,1,Maison,204,8,S,sols,,,172,0.683153,47.388144
2025-185518,2025-02-21,000001,Vente,91000,11,,RUE DU DOCTEUR EMILE ROUX,1493,37100,37261,Tours,37,,,37261000BY0633,,,82,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.679022,47.411018
2025-185518,2025-02-21,000001,Vente,91000,11,,RUE DU DOCTEUR EMILE ROUX,1493,37100,37261,Tours,37,,,37261000BY0633,,,33,31.87,,,,,,,,,1,2,Appartement,31,1,,,,,,0.679022,47.411018
2025-185521,2025-02-17,000001,Vente,159000,9001,,RUE LORD BYRON,3165,37200,37261,Tours,37,,,37261000CZ0472,,,1064,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.711564,47.370742
2025-185521,2025-02-17,000001,Vente,159000,20,,ALL DE VENISE,4903,37200,37261,Tours,37,,,37261000CZ0472,,,264,81,,,,,,,,,1,2,Appartement,80,4,,,,,,0.711564,47.370742
2025-185521,2025-02-17,000001,Vente,159000,20,,ALL DE VENISE,4903,37200,37261,Tours,37,,,37261000CZ0472,,,247,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.711564,47.370742
2025-185524,2025-02-12,000001,Vente,380000,262,,RUE EDOUARD VAILLANT,1620,37000,37261,Tours,37,,,37261000CS0646,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.705693,47.382163
2025-185524,2025-02-12,000001,Vente,380000,204,,RUE DE LA FUYE,2020,37000,37261,Tours,37,,,37261000CS0676,,,,,,,,,,,,,0,1,Maison,96,5,S,sols,,,160,0.704313,47.383603
