id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-449968,2024-01-03,000001,Vente,640000,50,,AV DE LA TRANCHEE,4785,37100,37261,Tours,37,,,37261000BZ0198,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,185,0,S,sols,,,188,0.683133,47.403466
2024-449968,2024-01-03,000001,Vente,640000,,,AV DE LA TRANCHEE,4785,37100,37261,Tours,37,,,37261000BZ0285,,,,,,,,,,,,,0,,,,,S,sols,,,128,0.68308,47.403629
2024-449971,2024-01-04,000001,Vente,224000,90,,RUE FRANCOIS RICHER,1930,37000,37261,Tours,37,,,37261000ER0701,,,24,,,,,,,,,,1,2,Appartement,67,3,,,,,,0.66957,47.383614
2024-449971,2024-01-04,000001,Vente,224000,90,,RUE FRANCOIS RICHER,1930,37000,37261,Tours,37,,,37261000ER0701,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.66957,47.383614
2024-449972,2024-01-04,000001,Vente,180000,3,,RUE VIALA,4940,37000,37261,Tours,37,,,37261000CL0269,,,,,,,,,,,,,0,2,Appartement,34,2,S,sols,,,138,0.705295,47.388845
2024-449972,2024-01-04,000001,Vente,180000,3,,RUE VIALA,4940,37000,37261,Tours,37,,,37261000CL0269,,,,,,,,,,,,,0,2,Appartement,34,2,S,sols,,,138,0.705295,47.388845
2024-449972,2024-01-04,000001,Vente,180000,3,,RUE VIALA,4940,37000,37261,Tours,37,,,37261000CL0269,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,138,0.705295,47.388845
2024-449975,2024-01-05,000001,Vente,116000,2,,ALL VASCO DE GAMA,4882,37200,37261,Tours,37,,,37261000DH0414,,,33,70.55,36,,,,,,,,2,3,Dépendance,,0,,,,,,0.708307,47.358541
2024-449975,2024-01-05,000001,Vente,116000,2,,ALL VASCO DE GAMA,4882,37200,37261,Tours,37,,,37261000DH0414,,,33,70.55,36,,,,,,,,2,2,Appartement,71,4,,,,,,0.708307,47.358541
2024-449975,2024-01-05,000001,Vente,116000,2,,ALL VASCO DE GAMA,4882,37200,37261,Tours,37,,,37261000DH0414,,,2,26,,,,,,,,,1,3,Dépendance,,0,,,,,,0.708307,47.358541
2024-449981,2024-01-05,000001,Vente,128950,65,,RUE DU COMMERCE,1190,37000,37261,Tours,37,,,37261000DZ0364,,,10,33.03,20,,,,,,,,2,2,Appartement,35,1,,,,,,0.683604,47.394991
2024-449982,2024-01-09,000001,Vente,209000,11,,ALL DUMONT D URVILLE,1575,37200,37261,Tours,37,,,37261000DI0083,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,348,0.706138,47.356914
2024-449982,2024-01-09,000001,Vente,209000,11,,ALL DUMONT D URVILLE,1575,37200,37261,Tours,37,,,37261000DI0083,,,,,,,,,,,,,0,1,Maison,64,3,S,sols,,,348,0.706138,47.356914
2024-449990,2024-01-10,000001,Vente,140000,24,,RUE DU CAPITAINE POUGNON,0820,37000,37261,Tours,37,,,37261000EV0126,,,11,80.2,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673879,47.380917
2024-449990,2024-01-10,000001,Vente,140000,24,,RUE DU CAPITAINE POUGNON,0820,37000,37261,Tours,37,,,37261000EV0126,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673879,47.380917
2024-449990,2024-01-10,000001,Vente,140000,24,,RUE DU CAPITAINE POUGNON,0820,37000,37261,Tours,37,,,37261000EV0126,,,11,80.2,,,,,,,,,1,2,Appartement,68,4,,,,,,0.673879,47.380917
2024-449990,2024-01-10,000001,Vente,140000,26,,RUE DU CAPITAINE POUGNON,0820,37000,37261,Tours,37,,,37261000EV0126,,,240,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673879,47.380917
2024-449993,2024-01-10,000001,Vente,225500,2,,AV DU CHAMP CHARDON,0879,37100,37261,Tours,37,,,37261000BV0241,,,15,,,,,,,,,,1,1,Maison,67,4,,,,,,0.694426,47.415947
2024-450005,2024-01-05,000001,Vente en l'état futur d'achèvement,310200,37,,RUE DU PERE GORIOT,3835,37100,37261,Tours,37,,,37261000AT0559,,,75,,,,,,,,,,1,,,,,,,,,,0.70174,47.419238
2024-450005,2024-01-05,000001,Vente en l'état futur d'achèvement,310200,37,,RUE DU PERE GORIOT,3835,37100,37261,Tours,37,,,37261000AT0559,,,14,,,,,,,,,,1,,,,,,,,,,0.70174,47.419238
2024-450005,2024-01-05,000001,Vente en l'état futur d'achèvement,310200,37,,RUE DU PERE GORIOT,3835,37100,37261,Tours,37,,,37261000AT0559,,,71,,,,,,,,,,1,,,,,,,,,,0.70174,47.419238
2024-450005,2024-01-05,000001,Vente en l'état futur d'achèvement,310200,37,,RUE DU PERE GORIOT,3835,37100,37261,Tours,37,,,37261000AT0559,,,115,,,,,,,,,,1,,,,,,,,,,0.70174,47.419238
2024-450008,2024-01-04,000001,Vente,271000,3,,RUE DE LA CLOCHE,1150,37000,37261,Tours,37,,,37261000DX0105,,,19,,8,55.1,,,,,,,2,2,Appartement,56,2,,,,,,0.692371,47.395295
2024-450008,2024-01-04,000001,Vente,271000,3,,RUE DE LA CLOCHE,1150,37000,37261,Tours,37,,,37261000DX0105,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.692371,47.395295
2024-450011,2024-01-05,000001,Vente,70500,21,,RUE MICHEL COLOMBE,3430,37000,37261,Tours,37,,,37261000DS0899,,,20,17.14,,,,,,,,,1,2,Appartement,18,1,,,,,,0.690921,47.381366
2024-450012,2024-01-05,000001,Vente,135000,94,,RUE FEBVOTTE,1830,37000,37261,Tours,37,,,37261000DR0391,,,20,,,,,,,,,,1,,,,,J,jardins,POTAG,Jardin potager,68,0.68716,47.376305
2024-450012,2024-01-05,000001,Vente,135000,94,,RUE FEBVOTTE,1830,37000,37261,Tours,37,,,37261000DR0391,,,11,,16,,2,35.6,,,,,3,2,Appartement,39,2,,,,,,0.68716,47.376305
2024-450030,2024-01-12,000001,Vente,100000,125,,RUE GEORGE SAND,2180,37000,37261,Tours,37,,,37261000DT0479,,,104,28.99,135,,,,,,,,2,2,Appartement,30,1,,,,,,0.688028,47.383018
2024-450034,2024-01-12,000001,Vente,338095,125,,RUE DU PLAT D ETAIN,4000,37000,37261,Tours,37,,,37261000ER0458,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,318,0.669101,47.383305
2024-450034,2024-01-12,000001,Vente,338095,125,,RUE DU PLAT D ETAIN,4000,37000,37261,Tours,37,,,37261000ER0458,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,318,0.669101,47.383305
2024-450035,2024-01-12,000001,Vente,81750,74,,RUE RONSARD,4425,37100,37261,Tours,37,,,37261000AV0571,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.705606,47.41782
2024-450035,2024-01-12,000001,Vente,81750,74,,RUE RONSARD,4425,37100,37261,Tours,37,,,37261000AV0571,,,9,,,,,,,,,,1,2,Appartement,25,1,,,,,,0.705606,47.41782
2024-450036,2024-01-11,000001,Vente,510000,173,,BD JEAN ROYER,2721,37000,37261,Tours,37,,,37261000ES0661,,,,,,,,,,,,,0,1,Maison,65,3,S,sols,,,142,0.681416,47.381969
2024-450037,2024-01-12,000001,Vente,510000,10,B,RUE JEAN MESSIRE,2720,37000,37261,Tours,37,,,37261000EO0568,,,3,233,,,,,,,,,1,3,Dépendance,,0,,,,,,0.671475,47.38895
2024-450037,2024-01-12,000001,Vente,510000,73,,RUE LEDRU ROLLIN,3030,37000,37261,Tours,37,,,37261000EO0568,,,1,145.73,2,,,,,,,,2,1,Maison,113,4,,,,,,0.671475,47.38895
2024-450040,2024-01-04,000001,Vente,205000,4,,ALL DE MARENGO,3337,37100,37261,Tours,37,,,37261000BO0205,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,402,0.678543,47.420221
2024-450040,2024-01-04,000001,Vente,205000,4,,ALL DE MARENGO,3337,37100,37261,Tours,37,,,37261000BO0205,,,,,,,,,,,,,0,1,Maison,78,4,S,sols,,,402,0.678543,47.420221
2024-450042,2024-01-08,000001,Vente,172500,8,,RUE HANNAH ARENDT,2477,37200,37261,Tours,37,,,37261000DN0261,,,6,58.82,,,,,,,,,1,2,Appartement,59,3,,,,,,0.68568,47.369261
2024-450042,2024-01-08,000001,Vente,172500,8,,RUE HANNAH ARENDT,2477,37200,37261,Tours,37,,,37261000DN0261,,,124,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.68568,47.369261
2024-450046,2024-01-09,000001,Vente,249000,74,,RUE CLAUDE THION,1120,37000,37261,Tours,37,,,37261000DS0055,,,10,,4,,9,,,,,,3,3,Dépendance,,0,,,,,,0.684866,47.381253
2024-450046,2024-01-09,000001,Vente,249000,74,,RUE CLAUDE THION,1120,37000,37261,Tours,37,,,37261000DS0055,,,10,,4,,9,,,,,,3,3,Dépendance,,0,,,,,,0.684866,47.381253
2024-450046,2024-01-09,000001,Vente,249000,74,,RUE CLAUDE THION,1120,37000,37261,Tours,37,,,37261000DS0055,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.684866,47.381253
2024-450046,2024-01-09,000001,Vente,249000,74,,RUE CLAUDE THION,1120,37000,37261,Tours,37,,,37261000DS0055,,,10,,4,,9,,,,,,3,2,Appartement,70,4,,,,,,0.684866,47.381253
2024-450050,2024-01-03,000001,Vente,360000,31,,RUE D AMBOISE,0190,37000,37261,Tours,37,,,37261000DS0415,,,,,,,,,,,,,0,2,Appartement,49,2,S,sols,,,259,0.690093,47.382079
2024-450050,2024-01-03,000001,Vente,360000,31,,RUE D AMBOISE,0190,37000,37261,Tours,37,,,37261000DS0415,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,259,0.690093,47.382079
2024-450050,2024-01-03,000001,Vente,360000,31,,RUE D AMBOISE,0190,37000,37261,Tours,37,,,37261000DS0415,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,259,0.690093,47.382079
2024-450050,2024-01-03,000001,Vente,360000,31,,RUE D AMBOISE,0190,37000,37261,Tours,37,,,37261000DS0415,,,,,,,,,,,,,0,2,Appartement,43,2,S,sols,,,259,0.690093,47.382079
2024-450050,2024-01-03,000001,Vente,360000,31,,RUE D AMBOISE,0190,37000,37261,Tours,37,,,37261000DS0415,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,259,0.690093,47.382079
2024-450056,2024-01-15,000001,Vente,64666,21,,RUE MICHEL COLOMBE,3430,37000,37261,Tours,37,,,37261000DS0899,,,22,,,,,,,,,,1,2,Appartement,16,1,,,,,,0.690921,47.381366
2024-450059,2024-01-10,000001,Vente,138000,210,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000CV0547,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.694965,47.376039
2024-450059,2024-01-10,000001,Vente,138000,210,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000CV0547,,,4,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,123,0,,,,,,0.694965,47.376039
2024-450059,2024-01-10,000001,Vente,138000,210,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000CV0547,,,5,,,,,,,,,,1,2,Appartement,53,3,,,,,,0.694965,47.376039
2024-450063,2024-01-12,000001,Vente,103000,22,,RUE LITTRE,3120,37000,37261,Tours,37,,,37261000EI0608,,,4,,8,36.15,9,,,,,,3,2,Appartement,30,1,,,,,,0.682849,47.394981
2024-450063,2024-01-12,000001,Vente,103000,22,,RUE LITTRE,3120,37000,37261,Tours,37,,,37261000EI0608,,,4,,8,36.15,9,,,,,,3,3,Dépendance,,0,,,,,,0.682849,47.394981
2024-450071,2024-01-09,000001,Vente,10000,91,,RUE GROISON,2380,37100,37261,Tours,37,,,37261000BY0456,,,134,29.08,34,,,,,,,,2,3,Dépendance,,0,,,,,,0.687088,47.408598
2024-450071,2024-01-09,000001,Vente,10000,91,,RUE GROISON,2380,37100,37261,Tours,37,,,37261000BY0456,,,134,29.08,34,,,,,,,,2,2,Appartement,28,1,,,,,,0.687088,47.408598
2024-450079,2024-01-10,000001,Vente,108000,15,,RUE DU HAINAUT,2425,37100,37261,Tours,37,,,37261000BM0100,,,96,55.5,,,,,,,,,1,4,Local industriel. commercial ou assimilé,57,0,,,,,,0.682451,47.427088
2024-450088,2024-01-02,000001,Vente,100000,229,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DP0627,,,182,86.22,20,,,,,,,,2,2,Appartement,88,4,,,,,,0.694674,47.373289
2024-450088,2024-01-02,000001,Vente,100000,229,,AV DE GRAMMONT,2300,37000,37261,Tours,37,,,37261000DP0627,,,182,86.22,20,,,,,,,,2,3,Dépendance,,0,,,,,,0.694674,47.373289
2024-450093,2024-01-08,000001,Vente en l'état futur d'achèvement,183900,37,,RUE DU PERE GORIOT,3835,37100,37261,Tours,37,,,37261000AT0559,,,107,,,,,,,,,,1,,,,,,,,,,0.70174,47.419238
2024-450093,2024-01-08,000001,Vente en l'état futur d'achèvement,183900,37,,RUE DU PERE GORIOT,3835,37100,37261,Tours,37,,,37261000AT0559,,,36,,,,,,,,,,1,,,,,,,,,,0.70174,47.419238
2024-450095,2024-01-12,000001,Vente,385200,12,,PL FRANCOIS SICARD,1940,37000,37261,Tours,37,,,37261000DX0084,,,12,78.08,4,,,,,,,,2,3,Dépendance,,0,,,,,,0.693521,47.394982
2024-450095,2024-01-12,000001,Vente,385200,12,,PL FRANCOIS SICARD,1940,37000,37261,Tours,37,,,37261000DX0084,,,12,78.08,4,,,,,,,,2,2,Appartement,88,3,,,,,,0.693521,47.394982
2024-450095,2024-01-12,000001,Vente,385200,12,,PL FRANCOIS SICARD,1940,37000,37261,Tours,37,,,37261000DX0084,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.693521,47.394982
2024-450102,2024-01-10,000001,Vente,146300,35,,RUE DU GRAND MARCHE,2340,37000,37261,Tours,37,,,37261000EI0330,,,3,,4,,,,,,,,2,2,Appartement,54,2,,,,,,0.679823,47.394367
2024-450103,2024-01-12,000001,Vente,247000,6,,RUE DU MARECHAL NEY,3336,37100,37261,Tours,37,,,37261000BO0246,,,,,,,,,,,,,0,1,Maison,71,4,S,sols,,,334,0.68007,47.41983
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,2,Appartement,75,3,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,51,0,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,2,Appartement,80,3,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,2,Appartement,78,3,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,2,Appartement,65,3,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,316,0.688623,47.395403
2024-450125,2024-01-12,000001,Vente,700000,43,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0061,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,316,0.688623,47.395403
2024-450128,2024-01-17,000001,Vente,75000,18,,RUE DU PETIT SOLEIL,3910,37000,37261,Tours,37,,,37261000EH0170,,,4,23.66,,,,,,,,,1,2,Appartement,22,1,,,,,,0.682572,47.394003
2024-450140,2024-01-17,000001,Vente,11000,3,,RUE CARNOT,0840,37000,37261,Tours,37,,,37261000DS0917,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,14,0.689179,47.379967
2024-450148,2024-01-10,000001,Vente,75502,5,,RUE DELAHAYE,1324,37000,37261,Tours,37,,,37261000EX0027,,,167,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.678796,47.375023
2024-450148,2024-01-10,000001,Vente,75502,5,,RUE DELAHAYE,1324,37000,37261,Tours,37,,,37261000EX0027,,,123,19.4,,,,,,,,,1,2,Appartement,19,1,,,,,,0.678796,47.375023
2024-450156,2024-01-10,000001,Vente,122000,57,,RUE DU COMMERCE,1190,37000,37261,Tours,37,,,37261000DZ0365,,,15,,,,,,,,,,1,2,Appartement,41,2,,,,,,0.683942,47.395146
2024-450162,2024-01-03,000001,Vente,183000,13,,PLCI CHAMPLAIN,0881,37200,37261,Tours,37,,,37261000CZ0455,,,403,,411,,,,,,,,2,2,Appartement,92,5,,,,,,,
2024-450162,2024-01-03,000001,Vente,183000,9001,,PLCI CHAMPLAIN,0881,37200,37261,Tours,37,,,37261000CZ0455,,,1195,,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2024-450162,2024-01-03,000001,Vente,183000,13,,PLCI CHAMPLAIN,0881,37200,37261,Tours,37,,,37261000CZ0455,,,403,,411,,,,,,,,2,3,Dépendance,,0,,,,,,,
2024-450172,2024-01-12,000001,Vente,100000,9001,,PAS GUILLAUME BOUZIGNAC,2398,37000,37261,Tours,37,,,37261000CZ0402,,,26,140.3,,,,,,,,,1,4,Local industriel. commercial ou assimilé,158,0,,,,,,0.711002,47.375588
2024-450177,2024-01-12,000001,Vente,135000,5,,RUE DE LA MILLETIERE,3458,37100,37261,Tours,37,,,37261000BD0420,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.702716,47.430366
2024-450177,2024-01-12,000001,Vente,135000,5,,RUE DE LA MILLETIERE,3458,37100,37261,Tours,37,,,37261000BD0420,,,18,45.59,,,,,,,,,1,2,Appartement,46,2,,,,,,0.702716,47.430366
2024-450184,2024-01-05,000001,Vente,147000,200,,RUE DU GENERAL RENAULT,2170,37000,37261,Tours,37,,,37261000EV0233,,,105,,,,,,,,,,1,2,Appartement,54,1,,,,,,0.673873,47.379311
2024-450184,2024-01-05,000001,Vente,147000,17,,RUE DE L ADJUDANT VELIN,0060,37000,37261,Tours,37,,,37261000EV0233,,,260,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673873,47.379311
2024-450184,2024-01-05,000001,Vente,147000,17,,RUE DE L ADJUDANT VELIN,0060,37000,37261,Tours,37,,,37261000EV0233,,,221,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.673873,47.379311
2024-450190,2024-01-08,000001,Vente,144000,63,,RUE MARCEAU,3300,37000,37261,Tours,37,,,37261000DV0058,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.68572,47.391473
2024-450190,2024-01-08,000001,Vente,144000,63,,RUE MARCEAU,3300,37000,37261,Tours,37,,,37261000DV0058,,,17,40.67,46,,,,,,,,2,3,Dépendance,,0,,,,,,0.68572,47.391473
2024-450190,2024-01-08,000001,Vente,144000,63,,RUE MARCEAU,3300,37000,37261,Tours,37,,,37261000DV0058,,,17,40.67,46,,,,,,,,2,2,Appartement,42,2,,,,,,0.68572,47.391473
2024-450191,2024-01-08,000001,Vente,14500,6,,RUE DU PLAT D ETAIN,4000,37000,37261,Tours,37,,,37261000ER0390,,,374,,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2024-450198,2024-01-05,000001,Vente,13000,14,,RUE GALPIN THIOU,2050,37000,37261,Tours,37,,,37261000CR0014,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.69246,47.384246
2024-450199,2024-01-16,000001,Vente,170000,4,,RUE BOIS,0630,37000,37261,Tours,37,,,37261000ET0143,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,102,0.678635,47.381879
2024-450199,2024-01-16,000001,Vente,170000,4,,RUE BOIS,0630,37000,37261,Tours,37,,,37261000ET0143,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,102,0.678635,47.381879
2024-450206,2024-01-17,000001,Vente,125000,5,,ALL DE CHENONCEAUX,1032,37100,37261,Tours,37,,,37261000AN0408,,,56,,,,,,,,,,1,2,Appartement,40,2,,,,,,0.709885,47.410614
2024-450206,2024-01-17,000001,Vente,125000,1,,ALL DE CHENONCEAUX,1032,37100,37261,Tours,37,,,37261000AN0408,,,209,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.709885,47.410614
2024-450207,2024-01-12,000001,Vente,12500,21,,RUE CROIX MONTOIRE,1272,37100,37261,Tours,37,,,37261000BZ0343,,,458,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.681323,47.40587
2024-450211,2024-01-05,000001,Vente,70000,68,,RUE LAMARTINE,2960,37000,37261,Tours,37,,,37261000EP0036,,,4,,,,,,,,,,1,2,Appartement,22,1,,,,,,0.669531,47.39174
2024-450219,2024-01-11,000001,Vente,241208,,,IMP 70 RUE FRANCOIS HARDOUIN,1918,37100,37261,Tours,37,,,37261000BW1022,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,21,0.684948,47.417327
2024-450219,2024-01-11,000001,Vente,241208,,,RUE DE LA PLAUDERIE,4010,37100,37261,Tours,37,,,37261000BW1035,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,151,0.684828,47.417321
2024-450219,2024-01-11,000001,Vente,241208,,,RUE DE LA PLAUDERIE,4010,37100,37261,Tours,37,,,37261000BW1052,,,,,,,,,,,,,0,,,,,S,sols,,,13,0.684896,47.417404
2024-450220,2024-01-19,000001,Vente,133000,25,,BD DU MARECHAL JUIN,3332,37100,37261,Tours,37,,,37261000AV0478,,,40,,,,,,,,,,1,2,Appartement,43,2,,,,,,0.704055,47.414211
2024-450220,2024-01-19,000001,Vente,133000,25,,BD DU MARECHAL JUIN,3332,37100,37261,Tours,37,,,37261000AV0478,,,70,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.704055,47.414211
2024-450222,2024-01-19,000001,Vente,192150,12,,RUE DES DROITS DE L HOMME,1561,37100,37261,Tours,37,,,37261000BO0547,,,68,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.677703,47.418699
2024-450222,2024-01-19,000001,Vente,192150,12,,RUE DES DROITS DE L HOMME,1561,37100,37261,Tours,37,,,37261000BO0547,,,19,,,,,,,,,,1,2,Appartement,60,3,,,,,,0.677703,47.418699
2024-450226,2024-01-19,000001,Vente,780000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,57,,58,,65,,66,,,,4,2,Appartement,196,8,,,,,,0.684612,47.391386
2024-450226,2024-01-19,000001,Vente,780000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.684612,47.391386
2024-450226,2024-01-19,000001,Vente,780000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,57,,58,,65,,66,,,,4,3,Dépendance,,0,,,,,,0.684612,47.391386
2024-450226,2024-01-19,000001,Vente,780000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,57,,58,,65,,66,,,,4,3,Dépendance,,0,,,,,,0.684612,47.391386
2024-450230,2024-01-19,000001,Vente,154500,2,,ALL LE TITIEN,3103,37100,37261,Tours,37,,,37261000BX0242,,,114,,139,,,,,,,,2,2,Appartement,56,3,,,,,,0.681206,47.415351
2024-450230,2024-01-19,000001,Vente,154500,2,,ALL LE TITIEN,3103,37100,37261,Tours,37,,,37261000BX0242,,,114,,139,,,,,,,,2,3,Dépendance,,0,,,,,,0.681206,47.415351
2024-450232,2024-01-12,000001,Vente,125000,38,,RUE BERNARD PALISSY,0560,37000,37261,Tours,37,,,37261000DW0585,,,12,28.25,,,,,,,,,1,2,Appartement,30,1,,,,,,0.693743,47.392727
2024-450235,2024-01-09,000001,Vente,282500,9,,RUE DE BEAULIEU,0458,37100,37261,Tours,37,,,37261000BL0198,,,,,,,,,,,,,0,1,Maison,96,5,S,sols,,,324,0.678141,47.432361
2024-450237,2024-01-09,000001,Vente,70000,14,,RUE NICOLAS DORBELLES,3625,37100,37261,Tours,37,,,37261000BV0241,,,410,44.48,,,,,,,,,1,2,Appartement,45,1,,,,,,0.694426,47.415947
2024-450241,2024-01-10,000001,Vente,78800,190,,BD JEAN ROYER,2721,37000,37261,Tours,37,,,37261000ER0390,,,3183,,,,,,,,,,1,2,Appartement,27,1,,,,,,,
2024-450242,2024-01-19,000001,Vente,70000,152,,RUE EDOUARD VAILLANT,1620,37000,37261,Tours,37,,,37261000CS0001,,,41,17.52,,,,,,,,,1,2,Appartement,18,1,,,,,,0.70177,47.384192
2024-450245,2024-01-12,000001,Vente,83000,11,,RUE ALBERT THOMAS,0090,37000,37261,Tours,37,,,37261000DW0266,,,2,,,,,,,,,,1,2,Appartement,32,1,,,,,,0.693903,47.396287
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,115,0.702667,47.384721
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,2,Appartement,46,2,S,sols,,,115,0.702667,47.384721
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,2,Appartement,47,2,S,sols,,,115,0.702667,47.384721
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,115,0.702667,47.384721
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,115,0.702667,47.384721
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,115,0.702667,47.384721
2024-450251,2024-01-22,000001,Vente,320000,24,,RUE DE LA TOUR D AUVERGNE,4760,37000,37261,Tours,37,,,37261000CM0370,,,,,,,,,,,,,0,2,Appartement,46,2,S,sols,,,115,0.702667,47.384721
