id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-502384,2023-01-06,000001,Vente,97000,1,,RUE ARSENE D'ARSONVAL,0281,37200,37261,Tours,37,,,37261000DI0761,,,60,31.9,,,,,,,,,1,2,Appartement,31,1,,,,,,,
2023-502384,2023-01-06,000001,Vente,97000,1,,RUE ARSENE D'ARSONVAL,0281,37200,37261,Tours,37,,,37261000DI0761,,,224,,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2023-502387,2023-01-06,000001,Vente,231132,51,,RUE DU GRAND MARCHE,2340,37000,37261,Tours,37,,,37261000EI0339,,,3,,7,90.07,8,,9,,,,4,3,Dépendance,,0,,,,,,0.679287,47.394303
2023-502387,2023-01-06,000001,Vente,231132,51,,RUE DU GRAND MARCHE,2340,37000,37261,Tours,37,,,37261000EI0339,,,3,,7,90.07,8,,9,,,,4,2,Appartement,85,4,,,,,,0.679287,47.394303
2023-502387,2023-01-06,000001,Vente,231132,51,,RUE DU GRAND MARCHE,2340,37000,37261,Tours,37,,,37261000EI0339,,,3,,7,90.07,8,,9,,,,4,3,Dépendance,,0,,,,,,0.679287,47.394303
2023-502387,2023-01-06,000001,Vente,231132,51,,RUE DU GRAND MARCHE,2340,37000,37261,Tours,37,,,37261000EI0339,,,3,,7,90.07,8,,9,,,,4,3,Dépendance,,0,,,,,,0.679287,47.394303
2023-502394,2023-01-04,000001,Vente,186000,4,,RUE FRANCOISE GIROUD,1946,37100,37261,Tours,37,,,37261000AY0511,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.695347,47.41926
2023-502394,2023-01-04,000001,Vente,186000,2,,RUE FRANCOISE GIROUD,1946,37100,37261,Tours,37,,,37261000AY0511,,,117,,,,,,,,,,1,2,Appartement,68,3,,,,,,0.695347,47.41926
2023-502395,2023-01-06,000001,Vente,175500,8,,RUE TOULOUSE LAUTREC,4752,37000,37261,Tours,37,,,37261000DP0735,,,50,,63,76.79,,,,,,,2,2,Appartement,76,4,,,,,,0.693686,47.372966
2023-502395,2023-01-06,000001,Vente,175500,8,,RUE TOULOUSE LAUTREC,4752,37000,37261,Tours,37,,,37261000DP0735,,,50,,63,76.79,,,,,,,2,3,Dépendance,,0,,,,,,0.693686,47.372966
2023-502396,2023-01-05,000001,Vente,322000,327,B,RUE D ENTRAIGUES,1680,37000,37261,Tours,37,,,37261000ER0031,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.669878,47.385217
2023-502396,2023-01-05,000001,Vente,322000,342,,RUE D ENTRAIGUES,1680,37000,37261,Tours,37,,,37261000ER0116,,,,,,,,,,,,,0,1,Maison,80,5,S,sols,,,164,0.669357,47.384706
2023-502400,2023-01-11,000001,Vente en l'état futur d'achèvement,114840,,,SAINT SAUVEUR,B074,37200,37261,Tours,37,,,37261000DN0368,,,248,18.6,,,,,,,,,1,,,,,,,,,,0.677347,47.368918
2023-502405,2023-01-06,000001,Vente,877000,118,,RUE DE BOISDENIER,0640,37000,37261,Tours,37,,,37261000ES0552,,,,,,,,,,,,,0,1,Maison,128,9,S,sols,,,741,0.68287,47.384104
2023-502418,2023-01-13,000001,Vente,2400000,,,LES GRANGES,B032,37200,37261,Tours,37,,,37261000HL0244,,,,,,,,,,,,,0,,,,,S,sols,,,60,0.684006,47.363937
2023-502418,2023-01-13,000001,Vente,2400000,1,,RTE DES 2 LIONS,1412,37200,37261,Tours,37,,,37261000HL0246,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1272,0,S,sols,,,2940,0.68409,47.363847
2023-502429,2023-01-06,000001,Vente,111000,1,,ALL DES SABLES,4453,37000,37261,Tours,37,,,37261000CV0045,,,62,,,,,,,,,,1,2,Appartement,47,2,,,,,,0.694449,47.378657
2023-502429,2023-01-06,000001,Vente,111000,3,,ALL DES SABLES,4453,37000,37261,Tours,37,,,37261000CV0045,,,119,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.694449,47.378657
2023-502429,2023-01-06,000001,Vente,111000,1,,ALL DES SABLES,4453,37000,37261,Tours,37,,,37261000CV0045,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.694449,47.378657
2023-502432,2023-01-10,000001,Vente,156000,14,,RUE JEAN GUILLON,2664,37100,37261,Tours,37,,,37261000AY0509,,,2,,,,,,,,,,1,2,Appartement,43,2,,,,,,0.693923,47.419082
2023-502432,2023-01-10,000001,Vente,156000,41,,RUE DE VERDUN,4910,37100,37261,Tours,37,,,37261000AY0509,,,150,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.693923,47.419082
2023-502433,2023-01-06,000001,Vente,230000,41,,RUE CHARLES MARTEL,0960,37000,37261,Tours,37,,,37261000DR0926,,,,,,,,,,,,,0,1,Maison,82,5,S,sols,,,112,0.687465,47.375139
2023-502433,2023-01-06,000001,Vente,230000,41,,RUE CHARLES MARTEL,0960,37000,37261,Tours,37,,,37261000DR0927,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,14,0.687377,47.375141
2023-502433,2023-01-06,000001,Vente,230000,41,,RUE CHARLES MARTEL,0960,37000,37261,Tours,37,,,37261000DR0928,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,14,0.687338,47.375142
2023-502433,2023-01-06,000001,Vente,230000,,,RUE CHARLES MARTEL,0960,37000,37261,Tours,37,,,37261000DR0934,,,,,,,,,,,,,0,,,,,S,sols,,,200,0.687348,47.375097
2023-502439,2023-01-10,000001,Vente,357500,103,,RUE MICHELET,3450,37000,37261,Tours,37,,,37261000CR0021,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.692862,47.384471
2023-502439,2023-01-10,000001,Vente,357500,105,,RUE MICHELET,3450,37000,37261,Tours,37,,,37261000CR0023,,,,,,,,,,,,,0,1,Maison,77,3,S,sols,,,81,0.692922,47.384322
2023-502440,2023-01-06,000001,Vente,114500,7,,ALL DE CHENONCEAUX,1032,37100,37261,Tours,37,,,37261000AN0408,,,4,,,,,,,,,,1,2,Appartement,36,2,,,,,,0.709885,47.410614
2023-502440,2023-01-06,000001,Vente,114500,1,,ALL DE CHENONCEAUX,1032,37100,37261,Tours,37,,,37261000AN0408,,,321,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.709885,47.410614
2023-502441,2023-01-06,000001,Vente,20000,12,B,RUE MATISSE,3372,37100,37261,Tours,37,,,37261000BX0317,,,,,,,,,,,,,0,,,,,S,sols,,,108,0.679067,47.411789
2023-502441,2023-01-06,000001,Vente,20000,,,IMP DE LA FOSSE MARINE,1891,37100,37261,Tours,37,,,37261000BX0770,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,2,0.678983,47.412142
2023-502441,2023-01-06,000001,Vente,20000,,,IMP DE LA FOSSE MARINE,1891,37100,37261,Tours,37,,,37261000BX0771,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,36,0.679023,47.412028
2023-502441,2023-01-06,000001,Vente,20000,,,IMP DE LA FOSSE MARINE,1891,37100,37261,Tours,37,,,37261000BX0772,,,,,,,,,,,,,0,,,,,S,sols,,,121,0.67905,47.412087
2023-502441,2023-01-06,000001,Vente,20000,,,IMP DE LA FOSSE MARINE,1891,37100,37261,Tours,37,,,37261000BX0776,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,4,0.678939,47.412135
2023-502441,2023-01-06,000001,Vente,20000,,,IMP DE LA FOSSE MARINE,1891,37100,37261,Tours,37,,,37261000BX0777,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,85,0.678968,47.412059
2023-502447,2023-01-06,000001,Vente,150000,27,,AV DU CHAMP CHARDON,0879,37100,37261,Tours,37,,,37261000BV0241,,,506,,527,,,,,,,,2,3,Dépendance,,0,,,,,,0.694426,47.415947
2023-502447,2023-01-06,000001,Vente,150000,27,,AV DU CHAMP CHARDON,0879,37100,37261,Tours,37,,,37261000BV0241,,,506,,527,,,,,,,,2,2,Appartement,65,3,,,,,,0.694426,47.415947
2023-502451,2023-01-04,000001,Vente,113000,64,,RUE RONSARD,4425,37100,37261,Tours,37,,,37261000AV0063,,,258,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.705069,47.417254
2023-502451,2023-01-04,000001,Vente,113000,66,B,RUE RONSARD,4425,37100,37261,Tours,37,,,37261000AV0063,,,60,,,,,,,,,,1,2,Appartement,38,1,,,,,,0.705069,47.417254
2023-502452,2023-01-11,000001,Vente,119500,18,,RUE ERNEST HUARD,1692,37100,37261,Tours,37,,,37261000BY0266,,,146,,45,,,,,,,,2,2,Appartement,49,2,,,,,,0.683696,47.407611
2023-502452,2023-01-11,000001,Vente,119500,18,,RUE ERNEST HUARD,1692,37100,37261,Tours,37,,,37261000BY0266,,,146,,45,,,,,,,,2,3,Dépendance,,0,,,,,,0.683696,47.407611
2023-502452,2023-01-11,000001,Vente,119500,18,,RUE ERNEST HUARD,1692,37100,37261,Tours,37,,,37261000BY0266,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.683696,47.407611
2023-502460,2023-01-06,000001,Vente,189690.48,2,,RUE JULES VERNE,2910,37000,37261,Tours,37,,,37261000DP0497,,,151,73.01,21,,,,,,,,2,3,Dépendance,,0,,,,,,0.694197,47.375616
2023-502460,2023-01-06,000001,Vente,189690.48,2,,RUE JULES VERNE,2910,37000,37261,Tours,37,,,37261000DP0497,,,151,73.01,21,,,,,,,,2,2,Appartement,75,3,,,,,,0.694197,47.375616
2023-502461,2023-01-03,000001,Vente en l'état futur d'achèvement,223951,,,RUE DU PLAT D ETAIN,4000,37000,37261,Tours,37,,,37261000ER0760,,,269,,,,,,,,,,1,,,,,,,,,,0.675172,47.382156
2023-502461,2023-01-03,000001,Vente en l'état futur d'achèvement,223951,,,,,,37261,Tours,37,,,37261000ER0760,,,69,,,,,,,,,,1,,,,,,,,,,0.675172,47.382156
2023-502479,2023-01-09,000001,Vente,11500,7,,RUE NUNGESSER ET COLI,3660,37000,37261,Tours,37,,,37261000CV0105,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.695219,47.376448
2023-502489,2023-01-17,000001,Vente,400000,24,,RUE ALFRED DE VIGNY,0120,37000,37261,Tours,37,,,37261000DT0242,,,12,,21,,36,,,,,,3,3,Dépendance,,0,,,,,,0.689188,47.385174
2023-502489,2023-01-17,000001,Vente,400000,24,,RUE ALFRED DE VIGNY,0120,37000,37261,Tours,37,,,37261000DT0242,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.689188,47.385174
2023-502489,2023-01-17,000001,Vente,400000,24,,RUE ALFRED DE VIGNY,0120,37000,37261,Tours,37,,,37261000DT0242,,,12,,21,,36,,,,,,3,3,Dépendance,,0,,,,,,0.689188,47.385174
2023-502489,2023-01-17,000001,Vente,400000,24,,RUE ALFRED DE VIGNY,0120,37000,37261,Tours,37,,,37261000DT0242,,,12,,21,,36,,,,,,3,2,Appartement,115,5,,,,,,0.689188,47.385174
2023-502501,2023-01-18,000001,Vente,480000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,53,130.78,60,,61,,,,,,3,3,Dépendance,,0,,,,,,0.684612,47.391386
2023-502501,2023-01-18,000001,Vente,480000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,53,130.78,60,,61,,,,,,3,2,Appartement,136,4,,,,,,0.684612,47.391386
2023-502501,2023-01-18,000001,Vente,480000,21,,RUE DE CLOCHEVILLE,1160,37000,37261,Tours,37,,,37261000DV0192,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.684612,47.391386
2023-502502,2023-01-09,000001,Vente,91000,54,,RUE ORIGET,3690,37000,37261,Tours,37,,,37261000DT0947,,,1,,4,17.78,,,,,,,2,2,Appartement,16,1,,,,,,0.685929,47.386391
2023-502502,2023-01-09,000001,Vente,91000,54,,RUE ORIGET,3690,37000,37261,Tours,37,,,37261000DT0947,,,1,,4,17.78,,,,,,,2,3,Dépendance,,0,,,,,,0.685929,47.386391
2023-502504,2023-01-06,000001,Vente,85000,2,,PL DES CARMES,0830,37000,37261,Tours,37,,,37261000EI0220,,,32,,,,,,,,,,1,2,Appartement,22,1,,,,,,0.682473,47.395343
2023-502506,2023-01-17,000001,Vente en l'état futur d'achèvement,355000,80,,RUE DES BORDIERS,0675,37100,37261,Tours,37,,,37261000BX0750,,,231,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.679506,47.414596
2023-502506,2023-01-17,000001,Vente en l'état futur d'achèvement,355000,80,,RUE DES BORDIERS,0675,37100,37261,Tours,37,,,37261000BX0750,,,230,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.679506,47.414596
2023-502506,2023-01-17,000001,Vente en l'état futur d'achèvement,355000,80,,RUE DES BORDIERS,0675,37100,37261,Tours,37,,,37261000BX0750,,,313,,,,,,,,,,1,2,Appartement,93,4,,,,,,0.679506,47.414596
2023-502507,2023-01-03,000001,Vente,220000,89,,RUE GROISON,2380,37100,37261,Tours,37,,,37261000BY0566,,,1185,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,51,0,,,,,,0.686873,47.407217
2023-502515,2023-01-11,000001,Vente,186000,139,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AT0407,,,420,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.6973,47.415866
2023-502515,2023-01-11,000001,Vente,186000,139,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AT0407,,,439,70,474,,,,,,,,2,2,Appartement,70,3,,,,,,0.6973,47.415866
2023-502519,2023-01-09,000001,Vente,400000,31,,RUE DE CHATENAY,1013,37100,37261,Tours,37,,,37261000AD0457,,,,,,,,,,,,,0,1,Maison,90,3,J,jardins,,,1084,0.717129,47.411256
2023-502519,2023-01-09,000001,Vente,400000,31,,RUE DE CHATENAY,1013,37100,37261,Tours,37,,,37261000AD0457,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,1084,0.717129,47.411256
2023-502519,2023-01-09,000001,Vente,400000,31,,RUE DE CHATENAY,1013,37100,37261,Tours,37,,,37261000AD0457,,,,,,,,,,,,,0,1,Maison,90,3,S,sols,,,594,0.717129,47.411256
2023-502519,2023-01-09,000001,Vente,400000,31,,RUE DE CHATENAY,1013,37100,37261,Tours,37,,,37261000AD0457,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,594,0.717129,47.411256
2023-502521,2023-01-05,000001,Vente en l'état futur d'achèvement,272000,41,,AV ANDRE MAGINOT,0243,37100,37261,Tours,37,,,37261000BW0967,,,46,,,,,,,,,,1,,,,,,,,,,0.683818,47.410823
2023-502521,2023-01-05,000001,Vente en l'état futur d'achèvement,272000,41,,AV ANDRE MAGINOT,0243,37100,37261,Tours,37,,,37261000BW0967,,,27,,,,,,,,,,1,,,,,,,,,,0.683818,47.410823
2023-502522,2023-01-16,000001,Vente,140000,180,,RUE WALVEIN,5010,37000,37261,Tours,37,,,37261000ER0522,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.672189,47.382793
2023-502522,2023-01-16,000001,Vente,140000,180,,RUE WALVEIN,5010,37000,37261,Tours,37,,,37261000ER0522,,,13,46.5,14,,,,,,,,2,2,Appartement,46,2,,,,,,0.672189,47.382793
2023-502526,2023-01-11,000001,Vente,29000,3,,BD MARCHANT DUPLESSIS,3320,37000,37261,Tours,37,,,37261000ES0553,,,208,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.683131,47.384005
2023-502530,2023-01-04,000001,Vente,39500,6,B,AV DE L ALOUETTE,0160,37200,37261,Tours,37,,,37261000DK0055,,,376,,,,,,,,,,1,2,Appartement,13,1,,,,,,0.696526,47.362524
2023-502533,2023-01-11,000001,Vente,55000,6,,AV DE L ALOUETTE,0160,37200,37261,Tours,37,,,37261000DK0055,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.696526,47.362524
2023-502533,2023-01-11,000001,Vente,55000,6,,AV DE L ALOUETTE,0160,37200,37261,Tours,37,,,37261000DK0055,,,415,15.28,,,,,,,,,1,2,Appartement,15,1,,,,,,0.696526,47.362524
2023-502542,2023-01-13,000001,Vente,129000,41,,RUE DE VERDUN,4910,37100,37261,Tours,37,,,37261000AY0509,,,132,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.693923,47.419082
2023-502542,2023-01-13,000001,Vente,129000,64,,RUE DANIEL MAYER,1317,37100,37261,Tours,37,,,37261000AY0509,,,27,,,,,,,,,,1,2,Appartement,44,2,,,,,,0.693923,47.419082
2023-502544,2023-01-10,000001,Vente,95000,5,,RUE DELAHAYE,1324,37000,37261,Tours,37,,,37261000EX0027,,,36,39.86,,,,,,,,,1,2,Appartement,39,2,,,,,,0.678796,47.375023
2023-502544,2023-01-10,000001,Vente,95000,5,,RUE DELAHAYE,1324,37000,37261,Tours,37,,,37261000EX0027,,,174,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.678796,47.375023
2023-502551,2023-01-06,000001,Vente,276900,13,,PL DE CHARTRES,0967,37100,37261,Tours,37,,,37261000BN0078,,,,,,,,,,,,,0,1,Maison,78,4,S,sols,,,539,0.675683,47.427808
2023-502551,2023-01-06,000001,Vente,276900,13,,PL DE CHARTRES,0967,37100,37261,Tours,37,,,37261000BN0078,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,539,0.675683,47.427808
2023-502554,2023-01-06,000001,Vente,71000,5,,RUE DELAHAYE,1324,37000,37261,Tours,37,,,37261000EX0027,,,22,18.22,,,,,,,,,1,2,Appartement,19,1,,,,,,0.678796,47.375023
2023-502555,2023-01-05,000001,Vente,150000,17,,RUE DU HAINAUT,2425,37100,37261,Tours,37,,,37261000BM0100,,,99,,,,,,,,,,1,2,Appartement,78,4,,,,,,0.682451,47.427088
2023-502556,2023-01-05,000001,Vente,127000,15,,RUE DU DOCTEUR DENOYELLE,1491,37000,37261,Tours,37,,,37261000CM0926,,,53,,,,,,,,,,1,2,Appartement,49,2,,,,,,0.701389,47.38819
2023-502556,2023-01-05,000001,Vente,127000,15,,RUE DU DOCTEUR DENOYELLE,1491,37000,37261,Tours,37,,,37261000CM0926,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.701389,47.38819
2023-502557,2023-01-19,000001,Vente,252000,9004,,RUE JOSEPH DU TREMBLAY,2803,37100,37261,Tours,37,,,37261000BV0241,,,105,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.694426,47.415947
2023-502557,2023-01-19,000001,Vente,252000,29,,AV DU CHAMP CHARDON,0879,37100,37261,Tours,37,,,37261000BV0241,,,604,,620,89,,,,,,,2,3,Dépendance,,0,,,,,,0.694426,47.415947
2023-502557,2023-01-19,000001,Vente,252000,29,,AV DU CHAMP CHARDON,0879,37100,37261,Tours,37,,,37261000BV0241,,,604,,620,89,,,,,,,2,2,Appartement,82,5,,,,,,0.694426,47.415947
2023-502558,2023-01-03,000001,Vente,250000,27,,RUE JOLIVET,2790,37000,37261,Tours,37,,,37261000CL0053,,,,,,,,,,,,,0,1,Maison,95,6,S,sols,,,70,0.704097,47.392796
2023-502558,2023-01-03,000001,Vente,250000,46,,RUE PLANTIN,3990,37000,37261,Tours,37,,,37261000CL1123,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,14,0.705292,47.391142
2023-502558,2023-01-03,000001,Vente,250000,46,,RUE PLANTIN,3990,37000,37261,Tours,37,,,37261000CL1271,,,,,,,,,,,,,0,,,,,S,sols,,,690,0.705373,47.391214
2023-502563,2023-01-09,000001,Vente en l'état futur d'achèvement,155156.95,,,LES DOUETS,B025,37100,37261,Tours,37,,,37261000BK0363,,,5,,,,,,,,,,1,,,,,,,,,,0.685221,47.437796
2023-502563,2023-01-09,000001,Vente en l'état futur d'achèvement,155156.95,,,LES DOUETS,B025,37100,37261,Tours,37,,,37261000BK0363,,,121,,,,,,,,,,1,,,,,,,,,,0.685221,47.437796
2023-502568,2023-01-13,000001,Vente,237000,8,,RUE DE TURPENAY,4842,37100,37261,Tours,37,,,37261000BK0197,,,,,,,,,,,,,0,1,Maison,98,5,S,sols,,,492,0.692177,47.435588
2023-502572,2023-01-11,000001,Vente,140000,4,,SQ MANTEGNA,3289,37000,37261,Tours,37,,,37261000DP0739,,,101,,25,,,,,,,,2,3,Dépendance,,0,,,,,,0.692256,47.372453
2023-502572,2023-01-11,000001,Vente,140000,4,,SQ MANTEGNA,3289,37000,37261,Tours,37,,,37261000DP0739,,,101,,25,,,,,,,,2,2,Appartement,72,4,,,,,,0.692256,47.372453
2023-502575,2023-01-17,000001,Vente,85500,47,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0056,,,40,,,,,,,,,,1,2,Appartement,19,1,,,,,,0.688865,47.395423
2023-502575,2023-01-17,000001,Vente,85500,47,,RUE COLBERT,1180,37000,37261,Tours,37,,,37261000DY0056,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.688865,47.395423
2023-502576,2023-01-11,000001,Vente,170000,37,,RUE GAY LUSSAC,2080,37000,37261,Tours,37,,,37261000DP0631,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.690148,47.375744
2023-502576,2023-01-11,000001,Vente,170000,37,,RUE GAY LUSSAC,2080,37000,37261,Tours,37,,,37261000DP0631,,,2,,9,51.68,,,,,,,2,2,Appartement,53,2,,,,,,0.690148,47.375744
2023-502576,2023-01-11,000001,Vente,170000,37,,RUE GAY LUSSAC,2080,37000,37261,Tours,37,,,37261000DP0631,,,2,,9,51.68,,,,,,,2,3,Dépendance,,0,,,,,,0.690148,47.375744
2023-502577,2023-01-13,000001,Vente,25000,59,,RUE ORIGET,3690,37000,37261,Tours,37,,,37261000DT1076,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.684467,47.386715
2023-502578,2023-01-04,000001,Vente en l'état futur d'achèvement,138000,,,,,,37261,Tours,37,,,37261000BW0011,,,339,,,,,,,,,,1,,,,,,,,,,0.685787,47.413284
2023-502578,2023-01-04,000001,Vente en l'état futur d'achèvement,138000,,,,,,37261,Tours,37,,,37261000BW0011,,,208,,,,,,,,,,1,,,,,,,,,,0.685787,47.413284
2023-502579,2023-01-17,000001,Vente,130475,28,,AV EDOUARD MICHELIN,1623,37200,37261,Tours,37,,,37261000HL0305,,,35,33.17,,,,,,,,,1,2,Appartement,33,2,,,,,,0.681229,47.367328
2023-502579,2023-01-17,000001,Vente,130475,28,,AV EDOUARD MICHELIN,1623,37200,37261,Tours,37,,,37261000HL0305,,,134,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.681229,47.367328
2023-502580,2023-01-04,000001,Vente,135000,9001,,RUE DU PAS NOTRE DAME,3751,37100,37261,Tours,37,,,37261000AT0111,,,397,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.697349,47.412887
2023-502580,2023-01-04,000001,Vente,135000,4,,RUE DE LANGEAIS,2977,37100,37261,Tours,37,,,37261000AT0111,,,32,,418,73.35,,,,,,,2,3,Dépendance,,0,,,,,,0.697349,47.412887
2023-502580,2023-01-04,000001,Vente,135000,4,,RUE DE LANGEAIS,2977,37100,37261,Tours,37,,,37261000AT0111,,,32,,418,73.35,,,,,,,2,2,Appartement,73,5,,,,,,0.697349,47.412887
2023-502583,2023-01-10,000001,Vente,320000,17,,RUE EUPATORIA,1810,37000,37261,Tours,37,,,37261000DT0259,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,256,0.689604,47.385007
2023-502583,2023-01-10,000001,Vente,320000,17,,RUE EUPATORIA,1810,37000,37261,Tours,37,,,37261000DT0259,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,256,0.689604,47.385007
2023-502585,2023-01-18,000001,Vente,245000,15,,RUE AMPERE,0200,37000,37261,Tours,37,,,37261000EO0925,,,39,75.54,,,,,,,,,1,2,Appartement,75,3,,,,,,0.674643,47.39071
2023-502585,2023-01-18,000001,Vente,245000,15,,RUE AMPERE,0200,37000,37261,Tours,37,,,37261000EO0925,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,0.674643,47.39071
2023-502587,2023-01-10,000001,Vente,132700,98,,RUE BLANQUI,0600,37000,37261,Tours,37,,,37261000CI0051,,,4,40.32,5,,,,,,,,2,3,Dépendance,,0,,,,,,0.702558,47.397199
